Heliumtest30
Sample30
GC / MS DATA FILE
11/11/2011 9:39:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 7326 at 4.58 minutes; base peak 3.9 m/z with intensity 118144; TIC = 129962	4.58	118144	129962	129988
SpectrumIndex 7327 at 4.58 minutes; base peak 3.9 m/z with intensity 117968; TIC = 128067	4.58	117968	128067	128088
SpectrumIndex 7328 at 4.58 minutes; base peak 3.9 m/z with intensity 121376; TIC = 131575	4.58	121376	131575	131596
SpectrumIndex 7329 at 4.58 minutes; base peak 3.9 m/z with intensity 125024; TIC = 137415	4.58	125024	137415	137442
SpectrumIndex 7330 at 4.58 minutes; base peak 3.9 m/z with intensity 120120; TIC = 131216	4.58	120120	131216	131236
SpectrumIndex 7331 at 4.58 minutes; base peak 3.9 m/z with intensity 116968; TIC = 128942	4.58	116968	128942	128967
SpectrumIndex 7332 at 4.58 minutes; base peak 3.9 m/z with intensity 116568; TIC = 127999	4.58	116568	127999	128018
SpectrumIndex 7333 at 4.58 minutes; base peak 3.9 m/z with intensity 119400; TIC = 130798	4.58	119400	130798	130825
SpectrumIndex 7334 at 4.59 minutes; base peak 3.9 m/z with intensity 121784; TIC = 132778	4.59	121784	132778	132798
SpectrumIndex 7335 at 4.59 minutes; base peak 3.9 m/z with intensity 120384; TIC = 132853	4.59	120384	132853	132870
SpectrumIndex 7336 at 4.59 minutes; base peak 3.9 m/z with intensity 118600; TIC = 130437	4.59	118600	130437	130464
SpectrumIndex 7337 at 4.59 minutes; base peak 3.9 m/z with intensity 120184; TIC = 130906	4.59	120184	130906	130934
SpectrumIndex 7338 at 4.59 minutes; base peak 3.9 m/z with intensity 120320; TIC = 132062	4.59	120320	132062	132090
SpectrumIndex 7339 at 4.59 minutes; base peak 3.9 m/z with intensity 121896; TIC = 132975	4.59	121896	132975	132997
SpectrumIndex 7340 at 4.59 minutes; base peak 3.9 m/z with intensity 118992; TIC = 131349	4.59	118992	131349	131374
SpectrumIndex 7341 at 4.59 minutes; base peak 3.9 m/z with intensity 116576; TIC = 127025	4.59	116576	127025	127047
SpectrumIndex 7342 at 4.59 minutes; base peak 3.9 m/z with intensity 122648; TIC = 134458	4.59	122648	134458	134482
SpectrumIndex 7343 at 4.59 minutes; base peak 3.9 m/z with intensity 122888; TIC = 134400	4.59	122888	134400	134421
SpectrumIndex 7344 at 4.59 minutes; base peak 3.9 m/z with intensity 117568; TIC = 128505	4.59	117568	128505	128533
SpectrumIndex 7345 at 4.59 minutes; base peak 3.9 m/z with intensity 117720; TIC = 128756	4.59	117720	128756	128777
SpectrumIndex 7346 at 4.59 minutes; base peak 3.9 m/z with intensity 117824; TIC = 129994	4.59	117824	129994	130022
SpectrumIndex 7347 at 4.59 minutes; base peak 3.9 m/z with intensity 127656; TIC = 139376	4.59	127656	139376	139394
SpectrumIndex 7348 at 4.59 minutes; base peak 3.9 m/z with intensity 121256; TIC = 132258	4.59	121256	132258	132281
SpectrumIndex 7349 at 4.59 minutes; base peak 3.9 m/z with intensity 122200; TIC = 134496	4.59	122200	134496	134521
SpectrumIndex 7350 at 4.60 minutes; base peak 3.9 m/z with intensity 118872; TIC = 130856	4.60	118872	130856	130877
SpectrumIndex 7351 at 4.60 minutes; base peak 3.9 m/z with intensity 118528; TIC = 130201	4.60	118528	130201	130226
SpectrumIndex 7352 at 4.60 minutes; base peak 3.9 m/z with intensity 119992; TIC = 131495	4.60	119992	131495	131521
SpectrumIndex 7353 at 4.60 minutes; base peak 3.9 m/z with intensity 120088; TIC = 130986	4.60	120088	130986	131002
SpectrumIndex 7354 at 4.60 minutes; base peak 3.9 m/z with intensity 117928; TIC = 129425	4.60	117928	129425	129442
SpectrumIndex 7355 at 4.60 minutes; base peak 3.9 m/z with intensity 118088; TIC = 130218	4.60	118088	130218	130243
SpectrumIndex 7356 at 4.60 minutes; base peak 3.9 m/z with intensity 123760; TIC = 135220	4.60	123760	135220	135245
SpectrumIndex 7357 at 4.60 minutes; base peak 3.9 m/z with intensity 124032; TIC = 135457	4.60	124032	135457	135480
SpectrumIndex 7358 at 4.60 minutes; base peak 3.9 m/z with intensity 122848; TIC = 134341	4.60	122848	134341	134366
SpectrumIndex 7359 at 4.60 minutes; base peak 3.9 m/z with intensity 119624; TIC = 131888	4.60	119624	131888	131911
SpectrumIndex 7360 at 4.60 minutes; base peak 3.9 m/z with intensity 118472; TIC = 130387	4.60	118472	130387	130415
SpectrumIndex 7361 at 4.60 minutes; base peak 3.9 m/z with intensity 120320; TIC = 131428	4.60	120320	131428	131451
SpectrumIndex 7362 at 4.60 minutes; base peak 3.9 m/z with intensity 121840; TIC = 132495	4.60	121840	132495	132518
SpectrumIndex 7363 at 4.60 minutes; base peak 3.9 m/z with intensity 122624; TIC = 133648	4.60	122624	133648	133671
SpectrumIndex 7364 at 4.60 minutes; base peak 3.9 m/z with intensity 117160; TIC = 128161	4.60	117160	128161	128186
SpectrumIndex 7365 at 4.60 minutes; base peak 3.9 m/z with intensity 119160; TIC = 130634	4.60	119160	130634	130659
SpectrumIndex 7366 at 4.60 minutes; base peak 3.9 m/z with intensity 120624; TIC = 131860	4.60	120624	131860	131888
SpectrumIndex 7367 at 4.61 minutes; base peak 3.9 m/z with intensity 118704; TIC = 130065	4.61	118704	130065	130089
SpectrumIndex 7368 at 4.61 minutes; base peak 3.9 m/z with intensity 121848; TIC = 133867	4.61	121848	133867	133892
SpectrumIndex 7369 at 4.61 minutes; base peak 3.9 m/z with intensity 114304; TIC = 125095	4.61	114304	125095	125114
SpectrumIndex 7370 at 4.61 minutes; base peak 3.9 m/z with intensity 119896; TIC = 132608	4.61	119896	132608	132628
SpectrumIndex 7371 at 4.61 minutes; base peak 3.9 m/z with intensity 117312; TIC = 128818	4.61	117312	128818	128840
SpectrumIndex 7372 at 4.61 minutes; base peak 3.9 m/z with intensity 121976; TIC = 132065	4.61	121976	132065	132090
SpectrumIndex 7373 at 4.61 minutes; base peak 3.9 m/z with intensity 118032; TIC = 128650	4.61	118032	128650	128668
SpectrumIndex 7374 at 4.61 minutes; base peak 3.9 m/z with intensity 117712; TIC = 128617	4.61	117712	128617	128639
SpectrumIndex 7375 at 4.61 minutes; base peak 3.9 m/z with intensity 119416; TIC = 130083	4.61	119416	130083	130110
SpectrumIndex 7376 at 4.61 minutes; base peak 3.9 m/z with intensity 117608; TIC = 129239	4.61	117608	129239	129261
SpectrumIndex 7377 at 4.61 minutes; base peak 3.9 m/z with intensity 124112; TIC = 134557	4.61	124112	134557	134587
SpectrumIndex 7378 at 4.61 minutes; base peak 3.9 m/z with intensity 115600; TIC = 126887	4.61	115600	126887	126907
SpectrumIndex 7379 at 4.61 minutes; base peak 3.9 m/z with intensity 119840; TIC = 131168	4.61	119840	131168	131195
SpectrumIndex 7380 at 4.61 minutes; base peak 3.9 m/z with intensity 116864; TIC = 128922	4.61	116864	128922	128945
SpectrumIndex 7381 at 4.61 minutes; base peak 3.9 m/z with intensity 121656; TIC = 132576	4.61	121656	132576	132594
SpectrumIndex 7382 at 4.61 minutes; base peak 3.9 m/z with intensity 122392; TIC = 134366	4.61	122392	134366	134391
SpectrumIndex 7383 at 4.62 minutes; base peak 3.9 m/z with intensity 118952; TIC = 130077	4.62	118952	130077	130102
SpectrumIndex 7384 at 4.62 minutes; base peak 3.9 m/z with intensity 116864; TIC = 128530	4.62	116864	128530	128551
SpectrumIndex 7385 at 4.62 minutes; base peak 3.9 m/z with intensity 122720; TIC = 133823	4.62	122720	133823	133849
SpectrumIndex 7386 at 4.62 minutes; base peak 3.9 m/z with intensity 120176; TIC = 131645	4.62	120176	131645	131670
SpectrumIndex 7387 at 4.62 minutes; base peak 3.9 m/z with intensity 121968; TIC = 133787	4.62	121968	133787	133808
SpectrumIndex 7388 at 4.62 minutes; base peak 3.9 m/z with intensity 118464; TIC = 129779	4.62	118464	129779	129806
SpectrumIndex 7389 at 4.62 minutes; base peak 3.9 m/z with intensity 121736; TIC = 133160	4.62	121736	133160	133183
SpectrumIndex 7390 at 4.62 minutes; base peak 3.9 m/z with intensity 117328; TIC = 127471	4.62	117328	127471	127496
SpectrumIndex 7391 at 4.62 minutes; base peak 3.9 m/z with intensity 123008; TIC = 134146	4.62	123008	134146	134170
SpectrumIndex 7392 at 4.62 minutes; base peak 3.9 m/z with intensity 119224; TIC = 130340	4.62	119224	130340	130369
SpectrumIndex 7393 at 4.62 minutes; base peak 3.9 m/z with intensity 118288; TIC = 130895	4.62	118288	130895	130921
SpectrumIndex 7394 at 4.62 minutes; base peak 3.9 m/z with intensity 119280; TIC = 130670	4.62	119280	130670	130692
SpectrumIndex 7395 at 4.62 minutes; base peak 3.9 m/z with intensity 118352; TIC = 129387	4.62	118352	129387	129413
SpectrumIndex 7396 at 4.62 minutes; base peak 3.9 m/z with intensity 124728; TIC = 136517	4.62	124728	136517	136537
SpectrumIndex 7397 at 4.62 minutes; base peak 3.9 m/z with intensity 119568; TIC = 131993	4.62	119568	131993	132022
SpectrumIndex 7398 at 4.62 minutes; base peak 3.9 m/z with intensity 120360; TIC = 131888	4.62	120360	131888	131916
SpectrumIndex 7399 at 4.63 minutes; base peak 3.9 m/z with intensity 118048; TIC = 130013	4.63	118048	130013	130038
SpectrumIndex 7400 at 4.63 minutes; base peak 3.9 m/z with intensity 118592; TIC = 130122	4.63	118592	130122	130144
SpectrumIndex 7401 at 4.63 minutes; base peak 3.9 m/z with intensity 125224; TIC = 135848	4.63	125224	135848	135869
SpectrumIndex 7402 at 4.63 minutes; base peak 3.9 m/z with intensity 122632; TIC = 135209	4.63	122632	135209	135237
SpectrumIndex 7403 at 4.63 minutes; base peak 3.9 m/z with intensity 120696; TIC = 131904	4.63	120696	131904	131929
SpectrumIndex 7404 at 4.63 minutes; base peak 3.9 m/z with intensity 115816; TIC = 128024	4.63	115816	128024	128055
SpectrumIndex 7405 at 4.63 minutes; base peak 3.9 m/z with intensity 124152; TIC = 136604	4.63	124152	136604	136631
SpectrumIndex 7406 at 4.63 minutes; base peak 3.9 m/z with intensity 121040; TIC = 132536	4.63	121040	132536	132557
SpectrumIndex 7407 at 4.63 minutes; base peak 3.9 m/z with intensity 122032; TIC = 134052	4.63	122032	134052	134075
SpectrumIndex 7408 at 4.63 minutes; base peak 3.9 m/z with intensity 118144; TIC = 129155	4.63	118144	129155	129177
SpectrumIndex 7409 at 4.63 minutes; base peak 3.9 m/z with intensity 124696; TIC = 136666	4.63	124696	136666	136690
SpectrumIndex 7410 at 4.63 minutes; base peak 3.9 m/z with intensity 122536; TIC = 133979	4.63	122536	133979	134005
SpectrumIndex 7411 at 4.63 minutes; base peak 3.9 m/z with intensity 121856; TIC = 133435	4.63	121856	133435	133458
SpectrumIndex 7412 at 4.63 minutes; base peak 3.9 m/z with intensity 119912; TIC = 130483	4.63	119912	130483	130508
SpectrumIndex 7413 at 4.63 minutes; base peak 3.9 m/z with intensity 119760; TIC = 131600	4.63	119760	131600	131628
SpectrumIndex 7414 at 4.63 minutes; base peak 3.9 m/z with intensity 116440; TIC = 127907	4.63	116440	127907	127927
SpectrumIndex 7415 at 4.63 minutes; base peak 3.9 m/z with intensity 117056; TIC = 127976	4.63	117056	127976	128004
SpectrumIndex 7416 at 4.64 minutes; base peak 3.9 m/z with intensity 125304; TIC = 135307	4.64	125304	135307	135334
SpectrumIndex 7417 at 4.64 minutes; base peak 3.9 m/z with intensity 120792; TIC = 132126	4.64	120792	132126	132146
SpectrumIndex 7418 at 4.64 minutes; base peak 3.9 m/z with intensity 116456; TIC = 128325	4.64	116456	128325	128341
SpectrumIndex 7419 at 4.64 minutes; base peak 3.9 m/z with intensity 121296; TIC = 131858	4.64	121296	131858	131883
SpectrumIndex 7420 at 4.64 minutes; base peak 3.9 m/z with intensity 119544; TIC = 131790	4.64	119544	131790	131817
SpectrumIndex 7421 at 4.64 minutes; base peak 3.9 m/z with intensity 121032; TIC = 132334	4.64	121032	132334	132357
SpectrumIndex 7422 at 4.64 minutes; base peak 3.9 m/z with intensity 120808; TIC = 132671	4.64	120808	132671	132699
SpectrumIndex 7423 at 4.64 minutes; base peak 3.9 m/z with intensity 120176; TIC = 131347	4.64	120176	131347	131366
SpectrumIndex 7424 at 4.64 minutes; base peak 3.9 m/z with intensity 121768; TIC = 132716	4.64	121768	132716	132745
SpectrumIndex 7425 at 4.64 minutes; base peak 3.9 m/z with intensity 119880; TIC = 131371	4.64	119880	131371	131395
SpectrumIndex 7426 at 4.64 minutes; base peak 3.9 m/z with intensity 121224; TIC = 132474	4.64	121224	132474	132499
SpectrumIndex 7427 at 4.64 minutes; base peak 3.9 m/z with intensity 121560; TIC = 132604	4.64	121560	132604	132629
SpectrumIndex 7428 at 4.64 minutes; base peak 3.9 m/z with intensity 118288; TIC = 128687	4.64	118288	128687	128712
SpectrumIndex 7429 at 4.64 minutes; base peak 3.9 m/z with intensity 117112; TIC = 129260	4.64	117112	129260	129278
SpectrumIndex 7430 at 4.64 minutes; base peak 3.9 m/z with intensity 122264; TIC = 132768	4.64	122264	132768	132793
SpectrumIndex 7431 at 4.64 minutes; base peak 3.9 m/z with intensity 119352; TIC = 130437	4.64	119352	130437	130458
SpectrumIndex 7432 at 4.65 minutes; base peak 3.9 m/z with intensity 118888; TIC = 129621	4.65	118888	129621	129642
SpectrumIndex 7433 at 4.65 minutes; base peak 3.9 m/z with intensity 119608; TIC = 130659	4.65	119608	130659	130684
SpectrumIndex 7434 at 4.65 minutes; base peak 3.9 m/z with intensity 121064; TIC = 132460	4.65	121064	132460	132485
SpectrumIndex 7435 at 4.65 minutes; base peak 3.9 m/z with intensity 122928; TIC = 134009	4.65	122928	134009	134037
SpectrumIndex 7436 at 4.65 minutes; base peak 3.9 m/z with intensity 120944; TIC = 131385	4.65	120944	131385	131408
SpectrumIndex 7437 at 4.65 minutes; base peak 3.9 m/z with intensity 117936; TIC = 130958	4.65	117936	130958	130985
SpectrumIndex 7438 at 4.65 minutes; base peak 3.9 m/z with intensity 116976; TIC = 129296	4.65	116976	129296	129324
SpectrumIndex 7439 at 4.65 minutes; base peak 3.9 m/z with intensity 118704; TIC = 129823	4.65	118704	129823	129844
SpectrumIndex 7440 at 4.65 minutes; base peak 3.9 m/z with intensity 121368; TIC = 132899	4.65	121368	132899	132916
SpectrumIndex 7441 at 4.65 minutes; base peak 3.9 m/z with intensity 120032; TIC = 131937	4.65	120032	131937	131958
SpectrumIndex 7442 at 4.65 minutes; base peak 3.9 m/z with intensity 116376; TIC = 127746	4.65	116376	127746	127763
SpectrumIndex 7443 at 4.65 minutes; base peak 3.9 m/z with intensity 118104; TIC = 129035	4.65	118104	129035	129057
SpectrumIndex 7444 at 4.65 minutes; base peak 3.9 m/z with intensity 117648; TIC = 128779	4.65	117648	128779	128799
SpectrumIndex 7445 at 4.65 minutes; base peak 3.9 m/z with intensity 121048; TIC = 132302	4.65	121048	132302	132325
SpectrumIndex 7446 at 4.65 minutes; base peak 3.9 m/z with intensity 121432; TIC = 132968	4.65	121432	132968	132990
SpectrumIndex 7447 at 4.65 minutes; base peak 3.9 m/z with intensity 115056; TIC = 126787	4.65	115056	126787	126813
SpectrumIndex 7448 at 4.66 minutes; base peak 3.9 m/z with intensity 120304; TIC = 131941	4.66	120304	131941	131965
SpectrumIndex 7449 at 4.66 minutes; base peak 3.9 m/z with intensity 121736; TIC = 133129	4.66	121736	133129	133153
SpectrumIndex 7450 at 4.66 minutes; base peak 3.9 m/z with intensity 124128; TIC = 135267	4.66	124128	135267	135293
SpectrumIndex 7451 at 4.66 minutes; base peak 3.9 m/z with intensity 120424; TIC = 133301	4.66	120424	133301	133329
SpectrumIndex 7452 at 4.66 minutes; base peak 3.9 m/z with intensity 120904; TIC = 132487	4.66	120904	132487	132510
SpectrumIndex 7453 at 4.66 minutes; base peak 3.9 m/z with intensity 119648; TIC = 130674	4.66	119648	130674	130700
SpectrumIndex 7454 at 4.66 minutes; base peak 3.9 m/z with intensity 121632; TIC = 132451	4.66	121632	132451	132474
SpectrumIndex 7455 at 4.66 minutes; base peak 3.9 m/z with intensity 122528; TIC = 134840	4.66	122528	134840	134862
SpectrumIndex 7456 at 4.66 minutes; base peak 3.9 m/z with intensity 120064; TIC = 130336	4.66	120064	130336	130357
SpectrumIndex 7457 at 4.66 minutes; base peak 3.9 m/z with intensity 119840; TIC = 130315	4.66	119840	130315	130336
SpectrumIndex 7458 at 4.66 minutes; base peak 3.9 m/z with intensity 119048; TIC = 129984	4.66	119048	129984	130011
SpectrumIndex 7459 at 4.66 minutes; base peak 3.9 m/z with intensity 123936; TIC = 135269	4.66	123936	135269	135293
SpectrumIndex 7460 at 4.66 minutes; base peak 3.9 m/z with intensity 121912; TIC = 132663	4.66	121912	132663	132680
SpectrumIndex 7461 at 4.66 minutes; base peak 3.9 m/z with intensity 120696; TIC = 131116	4.66	120696	131116	131138
SpectrumIndex 7462 at 4.66 minutes; base peak 3.9 m/z with intensity 120416; TIC = 131914	4.66	120416	131914	131937
SpectrumIndex 7463 at 4.66 minutes; base peak 3.9 m/z with intensity 118472; TIC = 130143	4.66	118472	130143	130168
SpectrumIndex 7464 at 4.66 minutes; base peak 3.9 m/z with intensity 121016; TIC = 133109	4.66	121016	133109	133133
SpectrumIndex 7465 at 4.67 minutes; base peak 3.9 m/z with intensity 119016; TIC = 131203	4.67	119016	131203	131225
SpectrumIndex 7466 at 4.67 minutes; base peak 3.9 m/z with intensity 119424; TIC = 131409	4.67	119424	131409	131436
SpectrumIndex 7467 at 4.67 minutes; base peak 3.9 m/z with intensity 116400; TIC = 127938	4.67	116400	127938	127963
SpectrumIndex 7468 at 4.67 minutes; base peak 3.9 m/z with intensity 121736; TIC = 133909	4.67	121736	133909	133930
SpectrumIndex 7469 at 4.67 minutes; base peak 3.9 m/z with intensity 119440; TIC = 130821	4.67	119440	130821	130846
SpectrumIndex 7470 at 4.67 minutes; base peak 3.9 m/z with intensity 120488; TIC = 131774	4.67	120488	131774	131794
SpectrumIndex 7471 at 4.67 minutes; base peak 3.9 m/z with intensity 119376; TIC = 130964	4.67	119376	130964	130990
SpectrumIndex 7472 at 4.67 minutes; base peak 3.9 m/z with intensity 118760; TIC = 129573	4.67	118760	129573	129592
SpectrumIndex 7473 at 4.67 minutes; base peak 3.9 m/z with intensity 118600; TIC = 129388	4.67	118600	129388	129413
SpectrumIndex 7474 at 4.67 minutes; base peak 3.9 m/z with intensity 121832; TIC = 133727	4.67	121832	133727	133755
SpectrumIndex 7475 at 4.67 minutes; base peak 3.9 m/z with intensity 121944; TIC = 133306	4.67	121944	133306	133324
SpectrumIndex 7476 at 4.67 minutes; base peak 3.9 m/z with intensity 117632; TIC = 128232	4.67	117632	128232	128254
SpectrumIndex 7477 at 4.67 minutes; base peak 3.9 m/z with intensity 113984; TIC = 125817	4.67	113984	125817	125838
SpectrumIndex 7478 at 4.67 minutes; base peak 3.9 m/z with intensity 120816; TIC = 131450	4.67	120816	131450	131474
SpectrumIndex 7479 at 4.67 minutes; base peak 3.9 m/z with intensity 120768; TIC = 131877	4.67	120768	131877	131901
SpectrumIndex 7480 at 4.67 minutes; base peak 3.9 m/z with intensity 117872; TIC = 130042	4.67	117872	130042	130063
SpectrumIndex 7481 at 4.68 minutes; base peak 3.9 m/z with intensity 117440; TIC = 128125	4.68	117440	128125	128144
SpectrumIndex 7482 at 4.68 minutes; base peak 3.9 m/z with intensity 121312; TIC = 132413	4.68	121312	132413	132434
SpectrumIndex 7483 at 4.68 minutes; base peak 3.9 m/z with intensity 124464; TIC = 135543	4.68	124464	135543	135570
SpectrumIndex 7484 at 4.68 minutes; base peak 3.9 m/z with intensity 124200; TIC = 135718	4.68	124200	135718	135741
SpectrumIndex 7485 at 4.68 minutes; base peak 3.9 m/z with intensity 120848; TIC = 132646	4.68	120848	132646	132665
SpectrumIndex 7486 at 4.68 minutes; base peak 3.9 m/z with intensity 117088; TIC = 128571	4.68	117088	128571	128590
SpectrumIndex 7487 at 4.68 minutes; base peak 3.9 m/z with intensity 118320; TIC = 129099	4.68	118320	129099	129125
SpectrumIndex 7488 at 4.68 minutes; base peak 3.9 m/z with intensity 122480; TIC = 133683	4.68	122480	133683	133704
SpectrumIndex 7489 at 4.68 minutes; base peak 3.9 m/z with intensity 120568; TIC = 132078	4.68	120568	132078	132097
SpectrumIndex 7490 at 4.68 minutes; base peak 3.9 m/z with intensity 120424; TIC = 132684	4.68	120424	132684	132709
SpectrumIndex 7491 at 4.68 minutes; base peak 3.9 m/z with intensity 118048; TIC = 129437	4.68	118048	129437	129457
SpectrumIndex 7492 at 4.68 minutes; base peak 3.9 m/z with intensity 120296; TIC = 131956	4.68	120296	131956	131979
SpectrumIndex 7493 at 4.68 minutes; base peak 3.9 m/z with intensity 123680; TIC = 135237	4.68	123680	135237	135258
SpectrumIndex 7494 at 4.68 minutes; base peak 3.9 m/z with intensity 115944; TIC = 127736	4.68	115944	127736	127766
SpectrumIndex 7495 at 4.68 minutes; base peak 3.9 m/z with intensity 116376; TIC = 127140	4.68	116376	127140	127167
SpectrumIndex 7496 at 4.68 minutes; base peak 3.9 m/z with intensity 115112; TIC = 126229	4.68	115112	126229	126257
SpectrumIndex 7497 at 4.69 minutes; base peak 3.9 m/z with intensity 122000; TIC = 133026	4.69	122000	133026	133049
SpectrumIndex 7498 at 4.69 minutes; base peak 3.9 m/z with intensity 122088; TIC = 133580	4.69	122088	133580	133604
SpectrumIndex 7499 at 4.69 minutes; base peak 3.9 m/z with intensity 119384; TIC = 131641	4.69	119384	131641	131661
SpectrumIndex 7500 at 4.69 minutes; base peak 3.9 m/z with intensity 116640; TIC = 129041	4.69	116640	129041	129066
SpectrumIndex 7501 at 4.69 minutes; base peak 3.9 m/z with intensity 121832; TIC = 134120	4.69	121832	134120	134139
SpectrumIndex 7502 at 4.69 minutes; base peak 3.9 m/z with intensity 121456; TIC = 132145	4.69	121456	132145	132170
SpectrumIndex 7503 at 4.69 minutes; base peak 3.9 m/z with intensity 126232; TIC = 137332	4.69	126232	137332	137359
SpectrumIndex 7504 at 4.69 minutes; base peak 3.9 m/z with intensity 121568; TIC = 133143	4.69	121568	133143	133168
SpectrumIndex 7505 at 4.69 minutes; base peak 3.9 m/z with intensity 116416; TIC = 128427	4.69	116416	128427	128450
SpectrumIndex 7506 at 4.69 minutes; base peak 3.9 m/z with intensity 115840; TIC = 128350	4.69	115840	128350	128377
SpectrumIndex 7507 at 4.69 minutes; base peak 3.9 m/z with intensity 122696; TIC = 134814	4.69	122696	134814	134843
SpectrumIndex 7508 at 4.69 minutes; base peak 3.9 m/z with intensity 120680; TIC = 131764	4.69	120680	131764	131788
SpectrumIndex 7509 at 4.69 minutes; base peak 3.9 m/z with intensity 116928; TIC = 128436	4.69	116928	128436	128456
SpectrumIndex 7510 at 4.69 minutes; base peak 3.9 m/z with intensity 119672; TIC = 129684	4.69	119672	129684	129710
SpectrumIndex 7511 at 4.69 minutes; base peak 3.9 m/z with intensity 123032; TIC = 134345	4.69	123032	134345	134370
SpectrumIndex 7512 at 4.69 minutes; base peak 3.9 m/z with intensity 122808; TIC = 134586	4.69	122808	134586	134614
SpectrumIndex 7513 at 4.69 minutes; base peak 3.9 m/z with intensity 123288; TIC = 135425	4.69	123288	135425	135448
SpectrumIndex 7514 at 4.70 minutes; base peak 3.9 m/z with intensity 117112; TIC = 127167	4.70	117112	127167	127190
SpectrumIndex 7515 at 4.70 minutes; base peak 3.9 m/z with intensity 114312; TIC = 125553	4.70	114312	125553	125581
SpectrumIndex 7516 at 4.70 minutes; base peak 3.9 m/z with intensity 117840; TIC = 128347	4.70	117840	128347	128374
SpectrumIndex 7517 at 4.70 minutes; base peak 3.9 m/z with intensity 127192; TIC = 139493	4.70	127192	139493	139516
SpectrumIndex 7518 at 4.70 minutes; base peak 3.9 m/z with intensity 120944; TIC = 133054	4.70	120944	133054	133078
SpectrumIndex 7519 at 4.70 minutes; base peak 3.9 m/z with intensity 117984; TIC = 129532	4.70	117984	129532	129555
SpectrumIndex 7520 at 4.70 minutes; base peak 3.9 m/z with intensity 123792; TIC = 134525	4.70	123792	134525	134552
SpectrumIndex 7521 at 4.70 minutes; base peak 3.9 m/z with intensity 122504; TIC = 133560	4.70	122504	133560	133586
SpectrumIndex 7522 at 4.70 minutes; base peak 3.9 m/z with intensity 121400; TIC = 131665	4.70	121400	131665	131697
SpectrumIndex 7523 at 4.70 minutes; base peak 3.9 m/z with intensity 117208; TIC = 129519	4.70	117208	129519	129542
SpectrumIndex 7524 at 4.70 minutes; base peak 3.9 m/z with intensity 120016; TIC = 130356	4.70	120016	130356	130377
SpectrumIndex 7525 at 4.70 minutes; base peak 3.9 m/z with intensity 120000; TIC = 131172	4.70	120000	131172	131192
SpectrumIndex 7526 at 4.70 minutes; base peak 3.9 m/z with intensity 121952; TIC = 133048	4.70	121952	133048	133066
SpectrumIndex 7527 at 4.70 minutes; base peak 3.9 m/z with intensity 121864; TIC = 133625	4.70	121864	133625	133647
SpectrumIndex 7528 at 4.70 minutes; base peak 3.9 m/z with intensity 119728; TIC = 131635	4.70	119728	131635	131655
SpectrumIndex 7529 at 4.70 minutes; base peak 3.9 m/z with intensity 119712; TIC = 131046	4.70	119712	131046	131066
SpectrumIndex 7530 at 4.71 minutes; base peak 3.9 m/z with intensity 121624; TIC = 133148	4.71	121624	133148	133173
SpectrumIndex 7531 at 4.71 minutes; base peak 3.9 m/z with intensity 120728; TIC = 130970	4.71	120728	130970	130992
SpectrumIndex 7532 at 4.71 minutes; base peak 3.9 m/z with intensity 119992; TIC = 131273	4.71	119992	131273	131300
SpectrumIndex 7533 at 4.71 minutes; base peak 3.9 m/z with intensity 119128; TIC = 129557	4.71	119128	129557	129577
SpectrumIndex 7534 at 4.71 minutes; base peak 3.9 m/z with intensity 121312; TIC = 132576	4.71	121312	132576	132597
SpectrumIndex 7535 at 4.71 minutes; base peak 3.9 m/z with intensity 122760; TIC = 135197	4.71	122760	135197	135222
SpectrumIndex 7536 at 4.71 minutes; base peak 3.9 m/z with intensity 119336; TIC = 130836	4.71	119336	130836	130856
SpectrumIndex 7537 at 4.71 minutes; base peak 3.9 m/z with intensity 121280; TIC = 132501	4.71	121280	132501	132525
SpectrumIndex 7538 at 4.71 minutes; base peak 3.9 m/z with intensity 124784; TIC = 136659	4.71	124784	136659	136680
SpectrumIndex 7539 at 4.71 minutes; base peak 3.9 m/z with intensity 118256; TIC = 129710	4.71	118256	129710	129734
SpectrumIndex 7540 at 4.71 minutes; base peak 3.9 m/z with intensity 121592; TIC = 132728	4.71	121592	132728	132757
SpectrumIndex 7541 at 4.71 minutes; base peak 3.9 m/z with intensity 121040; TIC = 132799	4.71	121040	132799	132826
SpectrumIndex 7542 at 4.71 minutes; base peak 3.9 m/z with intensity 119960; TIC = 130872	4.71	119960	130872	130895
SpectrumIndex 7543 at 4.71 minutes; base peak 3.9 m/z with intensity 117248; TIC = 128570	4.71	117248	128570	128597
SpectrumIndex 7544 at 4.71 minutes; base peak 3.9 m/z with intensity 120728; TIC = 131795	4.71	120728	131795	131816
SpectrumIndex 7545 at 4.71 minutes; base peak 3.9 m/z with intensity 122384; TIC = 133934	4.71	122384	133934	133959
SpectrumIndex 7546 at 4.72 minutes; base peak 3.9 m/z with intensity 119408; TIC = 130698	4.72	119408	130698	130719
SpectrumIndex 7547 at 4.72 minutes; base peak 3.9 m/z with intensity 119808; TIC = 131660	4.72	119808	131660	131681
SpectrumIndex 7548 at 4.72 minutes; base peak 3.9 m/z with intensity 124512; TIC = 135039	4.72	124512	135039	135060
SpectrumIndex 7549 at 4.72 minutes; base peak 3.9 m/z with intensity 123024; TIC = 134663	4.72	123024	134663	134685
