FSFA_Diffusion_Pre_nondev_010
Sample31
GC / MS DATA FILE
9/22/2011 9:04:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC
SpectrumIndex 6221 at 24.10 minutes; base peak 983.95 m/z with intensity 3540; TIC = 110475	24.10	3540	110475
SpectrumIndex 6222 at 24.10 minutes; base peak 971.35 m/z with intensity 3258; TIC = 110545	24.10	3258	110545
SpectrumIndex 6223 at 24.10 minutes; base peak 983 m/z with intensity 3258; TIC = 114333	24.10	3258	114333
SpectrumIndex 6224 at 24.11 minutes; base peak 982 m/z with intensity 3256; TIC = 105427	24.11	3256	105427
SpectrumIndex 6225 at 24.11 minutes; base peak 981.05 m/z with intensity 3298; TIC = 110795	24.11	3298	110795
SpectrumIndex 6226 at 24.11 minutes; base peak 977.75 m/z with intensity 3498; TIC = 109367	24.11	3498	109367
SpectrumIndex 6227 at 24.12 minutes; base peak 979.6 m/z with intensity 3296; TIC = 114845	24.12	3296	114845
SpectrumIndex 6228 at 24.12 minutes; base peak 983.55 m/z with intensity 3278; TIC = 118247	24.12	3278	118247
SpectrumIndex 6229 at 24.12 minutes; base peak 983.45 m/z with intensity 3256; TIC = 107845	24.12	3256	107845
SpectrumIndex 6230 at 24.12 minutes; base peak 972.2 m/z with intensity 3296; TIC = 119133	24.12	3296	119133
SpectrumIndex 6231 at 24.13 minutes; base peak 973.3 m/z with intensity 3256; TIC = 105065	24.13	3256	105065
SpectrumIndex 6232 at 24.13 minutes; base peak 979.25 m/z with intensity 3538; TIC = 126623	24.13	3538	126623
SpectrumIndex 6233 at 24.13 minutes; base peak 974.6 m/z with intensity 3258; TIC = 112639	24.13	3258	112639
SpectrumIndex 6234 at 24.14 minutes; base peak 987.7 m/z with intensity 3258; TIC = 101521	24.14	3258	101521
SpectrumIndex 6235 at 24.14 minutes; base peak 980.15 m/z with intensity 3298; TIC = 102007	24.14	3298	102007
SpectrumIndex 6236 at 24.14 minutes; base peak 981.2 m/z with intensity 3478; TIC = 114223	24.14	3478	114223
SpectrumIndex 6237 at 24.14 minutes; base peak 982.75 m/z with intensity 3258; TIC = 104953	24.14	3258	104953
SpectrumIndex 6238 at 24.15 minutes; base peak 979.5 m/z with intensity 3256; TIC = 115473	24.15	3256	115473
SpectrumIndex 6239 at 24.15 minutes; base peak 977.6 m/z with intensity 3478; TIC = 109383	24.15	3478	109383
SpectrumIndex 6240 at 24.15 minutes; base peak 981.6 m/z with intensity 3258; TIC = 121451	24.15	3258	121451
SpectrumIndex 6241 at 24.16 minutes; base peak 976.65 m/z with intensity 3258; TIC = 117137	24.16	3258	117137
SpectrumIndex 6242 at 24.16 minutes; base peak 982.2 m/z with intensity 3256; TIC = 103181	24.16	3256	103181
SpectrumIndex 6243 at 24.16 minutes; base peak 980.15 m/z with intensity 3256; TIC = 114379	24.16	3256	114379
SpectrumIndex 6244 at 24.16 minutes; base peak 986.45 m/z with intensity 3260; TIC = 119579	24.16	3260	119579
SpectrumIndex 6245 at 24.17 minutes; base peak 975.5 m/z with intensity 3258; TIC = 109409	24.17	3258	109409
SpectrumIndex 6246 at 24.17 minutes; base peak 978.7 m/z with intensity 3254; TIC = 119563	24.17	3254	119563
SpectrumIndex 6247 at 24.17 minutes; base peak 973.85 m/z with intensity 3296; TIC = 112435	24.17	3296	112435
SpectrumIndex 6248 at 24.18 minutes; base peak 975.65 m/z with intensity 3256; TIC = 102429	24.18	3256	102429
SpectrumIndex 6249 at 24.18 minutes; base peak 978.7 m/z with intensity 3280; TIC = 109555	24.18	3280	109555
SpectrumIndex 6250 at 24.18 minutes; base peak 982 m/z with intensity 3294; TIC = 101029	24.18	3294	101029
SpectrumIndex 6251 at 24.19 minutes; base peak 982.15 m/z with intensity 3296; TIC = 119805	24.19	3296	119805
SpectrumIndex 6252 at 24.19 minutes; base peak 975.85 m/z with intensity 3536; TIC = 115207	24.19	3536	115207
SpectrumIndex 6253 at 24.19 minutes; base peak 980.95 m/z with intensity 3256; TIC = 97137	24.19	3256	97137
SpectrumIndex 6254 at 24.19 minutes; base peak 979.85 m/z with intensity 3536; TIC = 114483	24.19	3536	114483
SpectrumIndex 6255 at 24.20 minutes; base peak 977.75 m/z with intensity 3258; TIC = 100969	24.20	3258	100969
SpectrumIndex 6256 at 24.20 minutes; base peak 978.25 m/z with intensity 3276; TIC = 128343	24.20	3276	128343
SpectrumIndex 6257 at 24.20 minutes; base peak 977.55 m/z with intensity 3278; TIC = 116745	24.20	3278	116745
SpectrumIndex 6258 at 24.21 minutes; base peak 973.75 m/z with intensity 3536; TIC = 106593	24.21	3536	106593
SpectrumIndex 6259 at 24.21 minutes; base peak 984.8 m/z with intensity 3282; TIC = 109409	24.21	3282	109409
SpectrumIndex 6260 at 24.21 minutes; base peak 975.95 m/z with intensity 3258; TIC = 101427	24.21	3258	101427
SpectrumIndex 6261 at 24.21 minutes; base peak 979.45 m/z with intensity 3298; TIC = 114537	24.21	3298	114537
SpectrumIndex 6262 at 24.22 minutes; base peak 982.25 m/z with intensity 3302; TIC = 102491	24.22	3302	102491
SpectrumIndex 6263 at 24.22 minutes; base peak 984 m/z with intensity 3256; TIC = 109299	24.22	3256	109299
SpectrumIndex 6264 at 24.22 minutes; base peak 984.15 m/z with intensity 3256; TIC = 93539	24.22	3256	93539
SpectrumIndex 6265 at 24.23 minutes; base peak 981.6 m/z with intensity 3258; TIC = 102623	24.23	3258	102623
SpectrumIndex 6266 at 24.23 minutes; base peak 976.2 m/z with intensity 3258; TIC = 99035	24.23	3258	99035
SpectrumIndex 6267 at 24.23 minutes; base peak 980.45 m/z with intensity 3538; TIC = 105089	24.23	3538	105089
SpectrumIndex 6268 at 24.23 minutes; base peak 978.55 m/z with intensity 3258; TIC = 127475	24.23	3258	127475
SpectrumIndex 6269 at 24.24 minutes; base peak 973.9 m/z with intensity 3258; TIC = 103625	24.24	3258	103625
SpectrumIndex 6270 at 24.24 minutes; base peak 976.95 m/z with intensity 3258; TIC = 104475	24.24	3258	104475
SpectrumIndex 6271 at 24.24 minutes; base peak 980.75 m/z with intensity 3518; TIC = 117093	24.24	3518	117093
SpectrumIndex 6272 at 24.25 minutes; base peak 982.85 m/z with intensity 3256; TIC = 114395	24.25	3256	114395
SpectrumIndex 6273 at 24.25 minutes; base peak 983.15 m/z with intensity 3258; TIC = 97591	24.25	3258	97591
SpectrumIndex 6274 at 24.25 minutes; base peak 982.85 m/z with intensity 3258; TIC = 105437	24.25	3258	105437
SpectrumIndex 6275 at 24.25 minutes; base peak 978.5 m/z with intensity 3258; TIC = 107479	24.25	3258	107479
SpectrumIndex 6276 at 24.26 minutes; base peak 978.45 m/z with intensity 3258; TIC = 106055	24.26	3258	106055
SpectrumIndex 6277 at 24.26 minutes; base peak 982.85 m/z with intensity 3256; TIC = 110597	24.26	3256	110597
SpectrumIndex 6278 at 24.26 minutes; base peak 978 m/z with intensity 3258; TIC = 114829	24.26	3258	114829
SpectrumIndex 6279 at 24.27 minutes; base peak 979.4 m/z with intensity 3538; TIC = 110259	24.27	3538	110259
SpectrumIndex 6280 at 24.27 minutes; base peak 979.65 m/z with intensity 3256; TIC = 118285	24.27	3256	118285
SpectrumIndex 6281 at 24.27 minutes; base peak 982.1 m/z with intensity 3254; TIC = 114649	24.27	3254	114649
SpectrumIndex 6282 at 24.27 minutes; base peak 978.5 m/z with intensity 3536; TIC = 123943	24.27	3536	123943
SpectrumIndex 6283 at 24.28 minutes; base peak 979.8 m/z with intensity 3300; TIC = 103491	24.28	3300	103491
SpectrumIndex 6284 at 24.28 minutes; base peak 982.85 m/z with intensity 3274; TIC = 108391	24.28	3274	108391
SpectrumIndex 6285 at 24.28 minutes; base peak 979.35 m/z with intensity 3282; TIC = 116531	24.28	3282	116531
SpectrumIndex 6286 at 24.29 minutes; base peak 987 m/z with intensity 3534; TIC = 117687	24.29	3534	117687
SpectrumIndex 6287 at 24.29 minutes; base peak 983.5 m/z with intensity 3260; TIC = 112695	24.29	3260	112695
SpectrumIndex 6288 at 24.29 minutes; base peak 981.15 m/z with intensity 3258; TIC = 116929	24.29	3258	116929
SpectrumIndex 6289 at 24.30 minutes; base peak 990.2 m/z with intensity 3276; TIC = 114451	24.30	3276	114451
SpectrumIndex 6290 at 24.30 minutes; base peak 977.2 m/z with intensity 3256; TIC = 109165	24.30	3256	109165
SpectrumIndex 6291 at 24.30 minutes; base peak 979.9 m/z with intensity 3496; TIC = 112759	24.30	3496	112759
SpectrumIndex 6292 at 24.30 minutes; base peak 979.65 m/z with intensity 3258; TIC = 112045	24.30	3258	112045
SpectrumIndex 6293 at 24.31 minutes; base peak 980.5 m/z with intensity 3298; TIC = 104783	24.31	3298	104783
SpectrumIndex 6294 at 24.31 minutes; base peak 985.25 m/z with intensity 3256; TIC = 101035	24.31	3256	101035
SpectrumIndex 6295 at 24.31 minutes; base peak 981.85 m/z with intensity 3262; TIC = 113559	24.31	3262	113559
SpectrumIndex 6296 at 24.32 minutes; base peak 974.2 m/z with intensity 3294; TIC = 105189	24.32	3294	105189
SpectrumIndex 6297 at 24.32 minutes; base peak 984.15 m/z with intensity 3254; TIC = 119027	24.32	3254	119027
SpectrumIndex 6298 at 24.32 minutes; base peak 978.5 m/z with intensity 3538; TIC = 111083	24.32	3538	111083
SpectrumIndex 6299 at 24.32 minutes; base peak 984.15 m/z with intensity 3538; TIC = 110871	24.32	3538	110871
SpectrumIndex 6300 at 24.33 minutes; base peak 984.4 m/z with intensity 3254; TIC = 120259	24.33	3254	120259
SpectrumIndex 6301 at 24.33 minutes; base peak 980.4 m/z with intensity 3258; TIC = 119267	24.33	3258	119267
SpectrumIndex 6302 at 24.33 minutes; base peak 976.45 m/z with intensity 3238; TIC = 103841	24.33	3238	103841
SpectrumIndex 6303 at 24.34 minutes; base peak 979.95 m/z with intensity 3256; TIC = 116721	24.34	3256	116721
SpectrumIndex 6304 at 24.34 minutes; base peak 984.8 m/z with intensity 3256; TIC = 110197	24.34	3256	110197
SpectrumIndex 6305 at 24.34 minutes; base peak 974.4 m/z with intensity 3258; TIC = 111487	24.34	3258	111487
SpectrumIndex 6306 at 24.34 minutes; base peak 978.95 m/z with intensity 3456; TIC = 111831	24.34	3456	111831
SpectrumIndex 6307 at 24.35 minutes; base peak 981.9 m/z with intensity 3276; TIC = 106769	24.35	3276	106769
SpectrumIndex 6308 at 24.35 minutes; base peak 984.55 m/z with intensity 3256; TIC = 103027	24.35	3256	103027
SpectrumIndex 6309 at 24.35 minutes; base peak 984.05 m/z with intensity 3274; TIC = 112953	24.35	3274	112953
SpectrumIndex 6310 at 24.36 minutes; base peak 979.55 m/z with intensity 3260; TIC = 105001	24.36	3260	105001
SpectrumIndex 6311 at 24.36 minutes; base peak 979.75 m/z with intensity 3276; TIC = 116069	24.36	3276	116069
SpectrumIndex 6312 at 24.36 minutes; base peak 983.15 m/z with intensity 3540; TIC = 128381	24.36	3540	128381
SpectrumIndex 6313 at 24.36 minutes; base peak 983.15 m/z with intensity 3294; TIC = 104693	24.36	3294	104693
SpectrumIndex 6314 at 24.37 minutes; base peak 979.25 m/z with intensity 3254; TIC = 100193	24.37	3254	100193
SpectrumIndex 6315 at 24.37 minutes; base peak 980.75 m/z with intensity 3538; TIC = 117315	24.37	3538	117315
SpectrumIndex 6316 at 24.37 minutes; base peak 981.1 m/z with intensity 3478; TIC = 125015	24.37	3478	125015
SpectrumIndex 6317 at 24.38 minutes; base peak 982.15 m/z with intensity 3256; TIC = 105297	24.38	3256	105297
SpectrumIndex 6318 at 24.38 minutes; base peak 980.65 m/z with intensity 3276; TIC = 109499	24.38	3276	109499
SpectrumIndex 6319 at 24.38 minutes; base peak 987 m/z with intensity 3256; TIC = 106439	24.38	3256	106439
SpectrumIndex 6320 at 24.38 minutes; base peak 979.5 m/z with intensity 3256; TIC = 104287	24.38	3256	104287
SpectrumIndex 6321 at 24.39 minutes; base peak 980.8 m/z with intensity 3498; TIC = 118731	24.39	3498	118731
SpectrumIndex 6322 at 24.39 minutes; base peak 980.55 m/z with intensity 3258; TIC = 119903	24.39	3258	119903
SpectrumIndex 6323 at 24.39 minutes; base peak 975.3 m/z with intensity 3294; TIC = 120259	24.39	3294	120259
SpectrumIndex 6324 at 24.40 minutes; base peak 980.55 m/z with intensity 3256; TIC = 114951	24.40	3256	114951
SpectrumIndex 6325 at 24.40 minutes; base peak 978.2 m/z with intensity 3256; TIC = 109801	24.40	3256	109801
SpectrumIndex 6326 at 24.40 minutes; base peak 987.75 m/z with intensity 3256; TIC = 110117	24.40	3256	110117
SpectrumIndex 6327 at 24.41 minutes; base peak 981.8 m/z with intensity 3256; TIC = 108509	24.41	3256	108509
SpectrumIndex 6328 at 24.41 minutes; base peak 981.8 m/z with intensity 3258; TIC = 113321	24.41	3258	113321
SpectrumIndex 6329 at 24.41 minutes; base peak 984.25 m/z with intensity 3540; TIC = 114851	24.41	3540	114851
SpectrumIndex 6330 at 24.41 minutes; base peak 976.2 m/z with intensity 3256; TIC = 120939	24.41	3256	120939
SpectrumIndex 6331 at 24.42 minutes; base peak 976.5 m/z with intensity 3256; TIC = 102245	24.42	3256	102245
SpectrumIndex 6332 at 24.42 minutes; base peak 985.35 m/z with intensity 3258; TIC = 116027	24.42	3258	116027
SpectrumIndex 6333 at 24.42 minutes; base peak 981.55 m/z with intensity 3256; TIC = 107403	24.42	3256	107403
SpectrumIndex 6334 at 24.43 minutes; base peak 976.15 m/z with intensity 3418; TIC = 107807	24.43	3418	107807
SpectrumIndex 6335 at 24.43 minutes; base peak 988.7 m/z with intensity 3258; TIC = 108737	24.43	3258	108737
SpectrumIndex 6336 at 24.43 minutes; base peak 977.5 m/z with intensity 3460; TIC = 111309	24.43	3460	111309
SpectrumIndex 6337 at 24.43 minutes; base peak 980.3 m/z with intensity 3474; TIC = 113177	24.43	3474	113177
SpectrumIndex 6338 at 24.44 minutes; base peak 975.1 m/z with intensity 3538; TIC = 118801	24.44	3538	118801
SpectrumIndex 6339 at 24.44 minutes; base peak 980.4 m/z with intensity 3256; TIC = 106287	24.44	3256	106287
SpectrumIndex 6340 at 24.44 minutes; base peak 980.5 m/z with intensity 3516; TIC = 120149	24.44	3516	120149
SpectrumIndex 6341 at 24.45 minutes; base peak 985.2 m/z with intensity 3536; TIC = 99881	24.45	3536	99881
SpectrumIndex 6342 at 24.45 minutes; base peak 975 m/z with intensity 3258; TIC = 101315	24.45	3258	101315
SpectrumIndex 6343 at 24.45 minutes; base peak 982.35 m/z with intensity 3538; TIC = 109837	24.45	3538	109837
SpectrumIndex 6344 at 24.45 minutes; base peak 975.8 m/z with intensity 3296; TIC = 102151	24.45	3296	102151
SpectrumIndex 6345 at 24.46 minutes; base peak 984.5 m/z with intensity 3262; TIC = 93403	24.46	3262	93403
SpectrumIndex 6346 at 24.46 minutes; base peak 980.6 m/z with intensity 3296; TIC = 118813	24.46	3296	118813
SpectrumIndex 6347 at 24.46 minutes; base peak 984.85 m/z with intensity 3300; TIC = 118777	24.46	3300	118777
SpectrumIndex 6348 at 24.47 minutes; base peak 980.05 m/z with intensity 3276; TIC = 104803	24.47	3276	104803
SpectrumIndex 6349 at 24.47 minutes; base peak 981.55 m/z with intensity 3258; TIC = 116347	24.47	3258	116347
SpectrumIndex 6350 at 24.47 minutes; base peak 982.75 m/z with intensity 3256; TIC = 117553	24.47	3256	117553
SpectrumIndex 6351 at 24.47 minutes; base peak 980.8 m/z with intensity 3256; TIC = 114945	24.47	3256	114945
SpectrumIndex 6352 at 24.48 minutes; base peak 982.1 m/z with intensity 3258; TIC = 116495	24.48	3258	116495
SpectrumIndex 6353 at 24.48 minutes; base peak 981.95 m/z with intensity 3256; TIC = 109143	24.48	3256	109143
SpectrumIndex 6354 at 24.48 minutes; base peak 979.9 m/z with intensity 3542; TIC = 119781	24.48	3542	119781
SpectrumIndex 6355 at 24.49 minutes; base peak 976.85 m/z with intensity 3258; TIC = 111441	24.49	3258	111441
SpectrumIndex 6356 at 24.49 minutes; base peak 981.5 m/z with intensity 3256; TIC = 109255	24.49	3256	109255
SpectrumIndex 6357 at 24.49 minutes; base peak 983.4 m/z with intensity 3258; TIC = 102469	24.49	3258	102469
SpectrumIndex 6358 at 24.49 minutes; base peak 980.6 m/z with intensity 3298; TIC = 110097	24.49	3298	110097
SpectrumIndex 6359 at 24.50 minutes; base peak 978.45 m/z with intensity 3296; TIC = 103885	24.50	3296	103885
SpectrumIndex 6360 at 24.50 minutes; base peak 979.5 m/z with intensity 3256; TIC = 108925	24.50	3256	108925
SpectrumIndex 6361 at 24.50 minutes; base peak 985.35 m/z with intensity 3538; TIC = 120733	24.50	3538	120733
SpectrumIndex 6362 at 24.51 minutes; base peak 976.35 m/z with intensity 3254; TIC = 115151	24.51	3254	115151
SpectrumIndex 6363 at 24.51 minutes; base peak 989 m/z with intensity 3254; TIC = 102239	24.51	3254	102239
SpectrumIndex 6364 at 24.51 minutes; base peak 974.7 m/z with intensity 3258; TIC = 108621	24.51	3258	108621
SpectrumIndex 6365 at 24.52 minutes; base peak 986.25 m/z with intensity 3256; TIC = 117339	24.52	3256	117339
SpectrumIndex 6366 at 24.52 minutes; base peak 976.75 m/z with intensity 3296; TIC = 110955	24.52	3296	110955
SpectrumIndex 6367 at 24.52 minutes; base peak 976.05 m/z with intensity 3256; TIC = 121855	24.52	3256	121855
SpectrumIndex 6368 at 24.52 minutes; base peak 976.8 m/z with intensity 3498; TIC = 114403	24.52	3498	114403
SpectrumIndex 6369 at 24.53 minutes; base peak 975 m/z with intensity 3516; TIC = 119309	24.53	3516	119309
SpectrumIndex 6370 at 24.53 minutes; base peak 977.6 m/z with intensity 3256; TIC = 103709	24.53	3256	103709
SpectrumIndex 6371 at 24.53 minutes; base peak 982.85 m/z with intensity 3258; TIC = 113493	24.53	3258	113493
SpectrumIndex 6372 at 24.54 minutes; base peak 980.3 m/z with intensity 3516; TIC = 114875	24.54	3516	114875
SpectrumIndex 6373 at 24.54 minutes; base peak 977.45 m/z with intensity 3298; TIC = 107243	24.54	3298	107243
SpectrumIndex 6374 at 24.54 minutes; base peak 977.3 m/z with intensity 3540; TIC = 114289	24.54	3540	114289
SpectrumIndex 6375 at 24.54 minutes; base peak 976.7 m/z with intensity 3496; TIC = 119351	24.54	3496	119351
SpectrumIndex 6376 at 24.55 minutes; base peak 980.7 m/z with intensity 3498; TIC = 118663	24.55	3498	118663
SpectrumIndex 6377 at 24.55 minutes; base peak 977.7 m/z with intensity 3256; TIC = 105403	24.55	3256	105403
SpectrumIndex 6378 at 24.55 minutes; base peak 983.7 m/z with intensity 3276; TIC = 103507	24.55	3276	103507
SpectrumIndex 6379 at 24.56 minutes; base peak 983.45 m/z with intensity 3496; TIC = 120637	24.56	3496	120637
SpectrumIndex 6380 at 24.56 minutes; base peak 980.05 m/z with intensity 3256; TIC = 118225	24.56	3256	118225
SpectrumIndex 6381 at 24.56 minutes; base peak 982.5 m/z with intensity 3280; TIC = 107557	24.56	3280	107557
SpectrumIndex 6382 at 24.56 minutes; base peak 977.9 m/z with intensity 3520; TIC = 105901	24.56	3520	105901
SpectrumIndex 6383 at 24.57 minutes; base peak 978.9 m/z with intensity 3256; TIC = 112083	24.57	3256	112083
SpectrumIndex 6384 at 24.57 minutes; base peak 980.4 m/z with intensity 3298; TIC = 115745	24.57	3298	115745
SpectrumIndex 6385 at 24.57 minutes; base peak 983.35 m/z with intensity 3258; TIC = 104731	24.57	3258	104731
SpectrumIndex 6386 at 24.58 minutes; base peak 984.1 m/z with intensity 3296; TIC = 111927	24.58	3296	111927
SpectrumIndex 6387 at 24.58 minutes; base peak 980.9 m/z with intensity 3260; TIC = 102023	24.58	3260	102023
SpectrumIndex 6388 at 24.58 minutes; base peak 984.75 m/z with intensity 3298; TIC = 113079	24.58	3298	113079
SpectrumIndex 6389 at 24.58 minutes; base peak 973.95 m/z with intensity 3254; TIC = 112909	24.58	3254	112909
SpectrumIndex 6390 at 24.59 minutes; base peak 984.45 m/z with intensity 3258; TIC = 114363	24.59	3258	114363
SpectrumIndex 6391 at 24.59 minutes; base peak 974.9 m/z with intensity 3258; TIC = 115219	24.59	3258	115219
SpectrumIndex 6392 at 24.59 minutes; base peak 981.25 m/z with intensity 3260; TIC = 100553	24.59	3260	100553
SpectrumIndex 6393 at 24.60 minutes; base peak 979.6 m/z with intensity 3736; TIC = 117265	24.60	3736	117265
