3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 932 at 12.17 minutes; base peak 75 m/z with intensity 37728; TIC = 3671117	12.17	37728	3671117	107494
SpectrumIndex 933 at 12.18 minutes; base peak 75 m/z with intensity 303680; TIC = 4312148	12.18	303680	4312148	109584
SpectrumIndex 934 at 12.19 minutes; base peak 75 m/z with intensity 37536; TIC = 3710825	12.19	37536	3710825	102423
SpectrumIndex 935 at 12.19 minutes; base peak 75 m/z with intensity 4670; TIC = 2585055	12.19	4670	2585055	96934
SpectrumIndex 936 at 12.20 minutes; base peak 75 m/z with intensity 4648; TIC = 1207602	12.20	4648	1207602	96969
SpectrumIndex 937 at 12.20 minutes; base peak 75 m/z with intensity 37512; TIC = 3247068	12.20	37512	3247068	103422
SpectrumIndex 938 at 12.21 minutes; base peak 75 m/z with intensity 37536; TIC = 2255898	12.21	37536	2255898	105675
SpectrumIndex 939 at 12.22 minutes; base peak 75 m/z with intensity 304192; TIC = 3731831	12.22	304192	3731831	113615
SpectrumIndex 940 at 12.22 minutes; base peak 75 m/z with intensity 37408; TIC = 4766503	12.22	37408	4766503	106126
SpectrumIndex 941 at 12.23 minutes; base peak 75 m/z with intensity 37672; TIC = 2593453	12.23	37672	2593453	109018
SpectrumIndex 942 at 12.24 minutes; base peak 75 m/z with intensity 4671; TIC = 3320326	12.24	4671	3320326	99204
SpectrumIndex 943 at 12.24 minutes; base peak 75 m/z with intensity 37496; TIC = 1903236	12.24	37496	1903236	99179
SpectrumIndex 944 at 12.25 minutes; base peak 75 m/z with intensity 37416; TIC = 2409450	12.25	37416	2409450	101127
SpectrumIndex 945 at 12.25 minutes; base peak 75 m/z with intensity 4671; TIC = 2196887	12.25	4671	2196887	98393
SpectrumIndex 946 at 12.26 minutes; base peak 75 m/z with intensity 37536; TIC = 3514502	12.26	37536	3514502	98733
SpectrumIndex 947 at 12.27 minutes; base peak 75 m/z with intensity 37528; TIC = 3798254	12.27	37528	3798254	108138
SpectrumIndex 948 at 12.27 minutes; base peak 75 m/z with intensity 37824; TIC = 5186169	12.27	37824	5186169	116866
SpectrumIndex 949 at 12.28 minutes; base peak 75 m/z with intensity 304448; TIC = 5497890	12.28	304448	5497890	131838
SpectrumIndex 950 at 12.29 minutes; base peak 75 m/z with intensity 304000; TIC = 2669211	12.29	304000	2669211	141106
SpectrumIndex 951 at 12.29 minutes; base peak 75 m/z with intensity 304064; TIC = 2547002	12.29	304064	2547002	146144
SpectrumIndex 952 at 12.30 minutes; base peak 75 m/z with intensity 2458112; TIC = 6141084	12.30	2458112	6141084	141978
SpectrumIndex 953 at 12.30 minutes; base peak 75 m/z with intensity 303360; TIC = 4249068	12.30	303360	4249068	125790
SpectrumIndex 954 at 12.31 minutes; base peak 75 m/z with intensity 303168; TIC = 3637497	12.31	303168	3637497	121366
SpectrumIndex 955 at 12.32 minutes; base peak 75 m/z with intensity 37760; TIC = 3776722	12.32	37760	3776722	116471
SpectrumIndex 956 at 12.32 minutes; base peak 75 m/z with intensity 37672; TIC = 4539273	12.32	37672	4539273	114533
SpectrumIndex 957 at 12.33 minutes; base peak 75 m/z with intensity 37752; TIC = 2569742	12.33	37752	2569742	117971
SpectrumIndex 958 at 12.34 minutes; base peak 75 m/z with intensity 37416; TIC = 2141200	12.34	37416	2141200	115391
SpectrumIndex 959 at 12.34 minutes; base peak 75 m/z with intensity 37672; TIC = 2163610	12.34	37672	2163610	118365
SpectrumIndex 960 at 12.35 minutes; base peak 75 m/z with intensity 37752; TIC = 3434075	12.35	37752	3434075	115079
SpectrumIndex 961 at 12.35 minutes; base peak 75 m/z with intensity 304128; TIC = 3521225	12.35	304128	3521225	117852
SpectrumIndex 962 at 12.36 minutes; base peak 75 m/z with intensity 305216; TIC = 3192462	12.36	305216	3192462	118754
SpectrumIndex 963 at 12.37 minutes; base peak 75 m/z with intensity 303872; TIC = 5725819	12.37	303872	5725819	121297
SpectrumIndex 964 at 12.37 minutes; base peak 75 m/z with intensity 304384; TIC = 4575462	12.37	304384	4575462	125203
SpectrumIndex 965 at 12.38 minutes; base peak 75 m/z with intensity 37648; TIC = 4417715	12.38	37648	4417715	123528
SpectrumIndex 966 at 12.39 minutes; base peak 75 m/z with intensity 305792; TIC = 4607465	12.39	305792	4607465	130439
SpectrumIndex 967 at 12.39 minutes; base peak 75 m/z with intensity 304256; TIC = 3386654	12.39	304256	3386654	138707
SpectrumIndex 968 at 12.40 minutes; base peak 75 m/z with intensity 306624; TIC = 4166636	12.40	306624	4166636	142380
SpectrumIndex 969 at 12.40 minutes; base peak 75 m/z with intensity 305088; TIC = 3343078	12.40	305088	3343078	146566
SpectrumIndex 970 at 12.41 minutes; base peak 75 m/z with intensity 305344; TIC = 2899909	12.41	305344	2899909	150218
SpectrumIndex 971 at 12.42 minutes; base peak 75 m/z with intensity 305472; TIC = 3709764	12.42	305472	3709764	153108
SpectrumIndex 972 at 12.42 minutes; base peak 75 m/z with intensity 2460160; TIC = 6640170	12.42	2460160	6640170	156752
SpectrumIndex 973 at 12.43 minutes; base peak 75 m/z with intensity 2463232; TIC = 5443542	12.43	2463232	5443542	167671
SpectrumIndex 974 at 12.44 minutes; base peak 75 m/z with intensity 4875; TIC = 4303323	12.44	4875	4303323	178593
SpectrumIndex 975 at 12.44 minutes; base peak 75 m/z with intensity 2457600; TIC = 6640407	12.44	2457600	6640407	171846
SpectrumIndex 976 at 12.45 minutes; base peak 75 m/z with intensity 2489344; TIC = 4681338	12.45	2489344	4681338	194605
SpectrumIndex 977 at 12.45 minutes; base peak 75 m/z with intensity 4914; TIC = 6449314	12.45	4914	6449314	196004
SpectrumIndex 978 at 12.46 minutes; base peak 75 m/z with intensity 39456; TIC = 6002715	12.46	39456	6002715	221135
SpectrumIndex 979 at 12.47 minutes; base peak 75 m/z with intensity 4887; TIC = 5193152	12.47	4887	5193152	217197
SpectrumIndex 980 at 12.47 minutes; base peak 75 m/z with intensity 4919; TIC = 4398740	12.47	4919	4398740	225447
SpectrumIndex 981 at 12.48 minutes; base peak 75 m/z with intensity 39600; TIC = 3806782	12.48	39600	3806782	221986
SpectrumIndex 982 at 12.49 minutes; base peak 75 m/z with intensity 4917; TIC = 5821110	12.49	4917	5821110	203422
SpectrumIndex 983 at 12.49 minutes; base peak 75 m/z with intensity 4888; TIC = 6984302	12.49	4888	6984302	187721
SpectrumIndex 984 at 12.50 minutes; base peak 75 m/z with intensity 2483712; TIC = 6700873	12.50	2483712	6700873	177243
SpectrumIndex 985 at 12.50 minutes; base peak 75 m/z with intensity 4866; TIC = 2152271	12.50	4866	2152271	177121
SpectrumIndex 986 at 12.51 minutes; base peak 75 m/z with intensity 4869; TIC = 5096496	12.51	4869	5096496	189084
SpectrumIndex 987 at 12.52 minutes; base peak 75 m/z with intensity 4892; TIC = 6677515	12.52	4892	6677515	204191
SpectrumIndex 988 at 12.52 minutes; base peak 75 m/z with intensity 4921; TIC = 7590593	12.52	4921	7590593	231794
SpectrumIndex 989 at 12.53 minutes; base peak 230.1 m/z with intensity 41584; TIC = 7225866	12.53	41584	7225866	285824
SpectrumIndex 990 at 12.54 minutes; base peak 230.1 m/z with intensity 418816; TIC = 12900413	12.54	418816	12900413	405620
SpectrumIndex 991 at 12.54 minutes; base peak 230.1 m/z with intensity 70448; TIC = 12010252	12.54	70448	12010252	646647
SpectrumIndex 992 at 12.55 minutes; base peak 230.1 m/z with intensity 9279; TIC = 25309853	12.55	9279	25309853	1004542
SpectrumIndex 993 at 12.55 minutes; base peak 230.1 m/z with intensity 78552; TIC = 26073711	12.55	78552	26073711	1416100
SpectrumIndex 994 at 12.56 minutes; base peak 230.1 m/z with intensity 80424; TIC = 24099916	12.56	80424	24099916	1590021
SpectrumIndex 995 at 12.57 minutes; base peak 230.1 m/z with intensity 4972032; TIC = 26699810	12.57	4972032	26699810	1324568
SpectrumIndex 996 at 12.57 minutes; base peak 230.1 m/z with intensity 72624; TIC = 13361377	12.57	72624	13361377	848265
SpectrumIndex 997 at 12.58 minutes; base peak 230.1 m/z with intensity 3523072; TIC = 12184026	12.58	3523072	12184026	438904
SpectrumIndex 998 at 12.59 minutes; base peak 75 m/z with intensity 39664; TIC = 8901551	12.59	39664	8901551	249963
SpectrumIndex 999 at 12.59 minutes; base peak 75 m/z with intensity 4927; TIC = 3166287	12.59	4927	3166287	196590
SpectrumIndex 1000 at 12.60 minutes; base peak 75 m/z with intensity 39520; TIC = 5853119	12.60	39520	5853119	185551
SpectrumIndex 1001 at 12.60 minutes; base peak 75 m/z with intensity 4911; TIC = 4046067	12.60	4911	4046067	192255
SpectrumIndex 1002 at 12.61 minutes; base peak 75 m/z with intensity 39552; TIC = 4336727	12.61	39552	4336727	197920
SpectrumIndex 1003 at 12.62 minutes; base peak 75 m/z with intensity 4901; TIC = 4432719	12.62	4901	4432719	211210
SpectrumIndex 1004 at 12.62 minutes; base peak 75 m/z with intensity 39872; TIC = 10154773	12.62	39872	10154773	245491
SpectrumIndex 1005 at 12.63 minutes; base peak 75 m/z with intensity 320896; TIC = 7924932	12.63	320896	7924932	295536
SpectrumIndex 1006 at 12.64 minutes; base peak 73 m/z with intensity 5161; TIC = 14102840	12.64	5161	14102840	366231
SpectrumIndex 1007 at 12.64 minutes; base peak 73.1 m/z with intensity 43680; TIC = 9603518	12.64	43680	9603518	438445
SpectrumIndex 1008 at 12.65 minutes; base peak 73.1 m/z with intensity 371648; TIC = 8410541	12.65	371648	8410541	489749
SpectrumIndex 1009 at 12.65 minutes; base peak 73.1 m/z with intensity 404096; TIC = 11785424	12.65	404096	11785424	559712
SpectrumIndex 1010 at 12.66 minutes; base peak 73.1 m/z with intensity 56008; TIC = 15614025	12.66	56008	15614025	670189
SpectrumIndex 1011 at 12.67 minutes; base peak 73 m/z with intensity 516608; TIC = 21245816	12.67	516608	21245816	851796
SpectrumIndex 1012 at 12.67 minutes; base peak 73.1 m/z with intensity 70368; TIC = 19679647	12.67	70368	19679647	1042783
SpectrumIndex 1013 at 12.68 minutes; base peak 73 m/z with intensity 567872; TIC = 27437131	12.68	567872	27437131	1219586
SpectrumIndex 1014 at 12.69 minutes; base peak 73 m/z with intensity 568128; TIC = 34690061	12.69	568128	34690061	1287264
SpectrumIndex 1015 at 12.69 minutes; base peak 73.1 m/z with intensity 70336; TIC = 15509526	12.69	70336	15509526	1198121
SpectrumIndex 1016 at 12.70 minutes; base peak 155.1 m/z with intensity 8755; TIC = 14626610	12.70	8755	14626610	1063070
SpectrumIndex 1017 at 12.70 minutes; base peak 155.1 m/z with intensity 70400; TIC = 21031679	12.70	70400	21031679	922837
SpectrumIndex 1018 at 12.71 minutes; base peak 155.1 m/z with intensity 3911680; TIC = 19383432	12.71	3911680	19383432	746320
SpectrumIndex 1019 at 12.72 minutes; base peak 75 m/z with intensity 6181; TIC = 12088535	12.72	6181	12088535	551422
SpectrumIndex 1020 at 12.72 minutes; base peak 75 m/z with intensity 48016; TIC = 11433269	12.72	48016	11433269	430954
SpectrumIndex 1021 at 12.73 minutes; base peak 75 m/z with intensity 45984; TIC = 5430418	12.73	45984	5430418	382172
SpectrumIndex 1022 at 12.74 minutes; base peak 75 m/z with intensity 5664; TIC = 9591091	12.74	5664	9591091	400431
SpectrumIndex 1023 at 12.74 minutes; base peak 160 m/z with intensity 385472; TIC = 12556878	12.74	385472	12556878	448123
SpectrumIndex 1024 at 12.75 minutes; base peak 160 m/z with intensity 7205; TIC = 12224373	12.75	7205	12224373	540755
SpectrumIndex 1025 at 12.75 minutes; base peak 160 m/z with intensity 7942; TIC = 11275861	12.75	7942	11275861	604508
SpectrumIndex 1026 at 12.76 minutes; base peak 160 m/z with intensity 483968; TIC = 12119688	12.76	483968	12119688	559399
SpectrumIndex 1027 at 12.77 minutes; base peak 160 m/z with intensity 49920; TIC = 10342274	12.77	49920	10342274	421564
SpectrumIndex 1028 at 12.77 minutes; base peak 75 m/z with intensity 2618368; TIC = 10911843	12.77	2618368	10911843	295150
SpectrumIndex 1029 at 12.78 minutes; base peak 75 m/z with intensity 321600; TIC = 3882664	12.78	321600	3882664	221217
SpectrumIndex 1030 at 12.79 minutes; base peak 75 m/z with intensity 39744; TIC = 2923371	12.79	39744	2923371	177571
SpectrumIndex 1031 at 12.79 minutes; base peak 75 m/z with intensity 39752; TIC = 4153597	12.79	39752	4153597	162205
SpectrumIndex 1032 at 12.80 minutes; base peak 75 m/z with intensity 4894; TIC = 3759999	12.80	4894	3759999	161323
SpectrumIndex 1033 at 12.80 minutes; base peak 75 m/z with intensity 4879; TIC = 3285130	12.80	4879	3285130	166781
SpectrumIndex 1034 at 12.81 minutes; base peak 75 m/z with intensity 4873; TIC = 3569773	12.81	4873	3569773	194596
SpectrumIndex 1035 at 12.82 minutes; base peak 73 m/z with intensity 2593280; TIC = 6381855	12.82	2593280	6381855	235617
SpectrumIndex 1036 at 12.82 minutes; base peak 73 m/z with intensity 43576; TIC = 8401756	12.82	43576	8401756	294566
SpectrumIndex 1037 at 12.83 minutes; base peak 73 m/z with intensity 2991616; TIC = 15189910	12.83	2991616	15189910	363929
SpectrumIndex 1038 at 12.84 minutes; base peak 73.1 m/z with intensity 6431; TIC = 9398067	12.84	6431	9398067	444255
SpectrumIndex 1039 at 12.84 minutes; base peak 73 m/z with intensity 3389440; TIC = 15103050	12.84	3389440	15103050	493908
SpectrumIndex 1040 at 12.85 minutes; base peak 73.1 m/z with intensity 52048; TIC = 9869532	12.85	52048	9869532	500194
SpectrumIndex 1041 at 12.85 minutes; base peak 73.1 m/z with intensity 3144704; TIC = 12844085	12.85	3144704	12844085	448634
SpectrumIndex 1042 at 12.86 minutes; base peak 73.1 m/z with intensity 2985472; TIC = 10629785	12.86	2985472	10629785	387840
SpectrumIndex 1043 at 12.87 minutes; base peak 73.1 m/z with intensity 2992640; TIC = 10642603	12.87	2992640	10642603	360549
SpectrumIndex 1044 at 12.87 minutes; base peak 73 m/z with intensity 6202; TIC = 9325388	12.87	6202	9325388	388006
SpectrumIndex 1045 at 12.88 minutes; base peak 73 m/z with intensity 3640320; TIC = 13351788	12.88	3640320	13351788	478422
SpectrumIndex 1046 at 12.89 minutes; base peak 73 m/z with intensity 8743; TIC = 14980213	12.89	8743	14980213	641822
SpectrumIndex 1047 at 12.89 minutes; base peak 73.1 m/z with intensity 568000; TIC = 16251730	12.89	568000	16251730	788333
SpectrumIndex 1048 at 12.90 minutes; base peak 73 m/z with intensity 4572672; TIC = 14871720	12.90	4572672	14871720	877786
SpectrumIndex 1049 at 12.91 minutes; base peak 73.1 m/z with intensity 566848; TIC = 17518939	12.91	566848	17518939	833452
SpectrumIndex 1050 at 12.91 minutes; base peak 73.1 m/z with intensity 500224; TIC = 14178575	12.91	500224	14178575	680116
SpectrumIndex 1051 at 12.92 minutes; base peak 73 m/z with intensity 3252736; TIC = 16350703	12.92	3252736	16350703	497829
SpectrumIndex 1052 at 12.92 minutes; base peak 73.1 m/z with intensity 43992; TIC = 7664936	12.92	43992	7664936	383266
SpectrumIndex 1053 at 12.93 minutes; base peak 84 m/z with intensity 5402; TIC = 14004896	12.93	5402	14004896	323957
SpectrumIndex 1054 at 12.94 minutes; base peak 84 m/z with intensity 338112; TIC = 7991545	12.94	338112	7991545	290688
SpectrumIndex 1055 at 12.94 minutes; base peak 84 m/z with intensity 337408; TIC = 9245153	12.94	337408	9245153	275794
SpectrumIndex 1056 at 12.95 minutes; base peak 84 m/z with intensity 41960; TIC = 6847808	12.95	41960	6847808	264790
SpectrumIndex 1057 at 12.96 minutes; base peak 84 m/z with intensity 338240; TIC = 6251960	12.96	338240	6251960	260724
SpectrumIndex 1058 at 12.96 minutes; base peak 84 m/z with intensity 41888; TIC = 7767676	12.96	41888	7767676	260505
SpectrumIndex 1059 at 12.97 minutes; base peak 75 m/z with intensity 5147; TIC = 7643973	12.97	5147	7643973	252259
SpectrumIndex 1060 at 12.97 minutes; base peak 75 m/z with intensity 5133; TIC = 5934592	12.97	5133	5934592	253773
SpectrumIndex 1061 at 12.98 minutes; base peak 75 m/z with intensity 5123; TIC = 7371079	12.98	5123	7371079	262895
SpectrumIndex 1062 at 12.99 minutes; base peak 75 m/z with intensity 2618368; TIC = 10745516	12.99	2618368	10745516	272871
SpectrumIndex 1063 at 12.99 minutes; base peak 75 m/z with intensity 2613248; TIC = 11897551	12.99	2613248	11897551	288714
SpectrumIndex 1064 at 13.00 minutes; base peak 75 m/z with intensity 2596864; TIC = 12742896	13.00	2596864	12742896	297043
SpectrumIndex 1065 at 13.01 minutes; base peak 75 m/z with intensity 2616320; TIC = 13522809	13.01	2616320	13522809	303530
SpectrumIndex 1066 at 13.01 minutes; base peak 75 m/z with intensity 2594816; TIC = 12189407	13.01	2594816	12189407	305980
SpectrumIndex 1067 at 13.02 minutes; base peak 75 m/z with intensity 2600960; TIC = 14292851	13.02	2600960	14292851	308009
SpectrumIndex 1068 at 13.02 minutes; base peak 75 m/z with intensity 2619904; TIC = 12821588	13.02	2619904	12821588	304913
SpectrumIndex 1069 at 13.03 minutes; base peak 75 m/z with intensity 321984; TIC = 10213206	13.03	321984	10213206	286903
SpectrumIndex 1070 at 13.04 minutes; base peak 75 m/z with intensity 322624; TIC = 14240960	13.04	322624	14240960	270219
SpectrumIndex 1071 at 13.04 minutes; base peak 75 m/z with intensity 320576; TIC = 9114205	13.04	320576	9114205	255617
SpectrumIndex 1072 at 13.05 minutes; base peak 75 m/z with intensity 319808; TIC = 5028677	13.05	319808	5028677	231858
SpectrumIndex 1073 at 13.06 minutes; base peak 75 m/z with intensity 39752; TIC = 4577468	13.06	39752	4577468	215322
SpectrumIndex 1074 at 13.06 minutes; base peak 75 m/z with intensity 39488; TIC = 6822273	13.06	39488	6822273	209624
SpectrumIndex 1075 at 13.07 minutes; base peak 75 m/z with intensity 39520; TIC = 5225953	13.07	39520	5225953	208901
SpectrumIndex 1076 at 13.07 minutes; base peak 75 m/z with intensity 39488; TIC = 4526465	13.07	39488	4526465	209522
SpectrumIndex 1077 at 13.08 minutes; base peak 75 m/z with intensity 39720; TIC = 7124547	13.08	39720	7124547	226241
SpectrumIndex 1078 at 13.09 minutes; base peak 75 m/z with intensity 321728; TIC = 7073178	13.09	321728	7073178	252530
SpectrumIndex 1079 at 13.09 minutes; base peak 75 m/z with intensity 2596352; TIC = 9860468	13.09	2596352	9860468	274425
SpectrumIndex 1080 at 13.10 minutes; base peak 73 m/z with intensity 5147; TIC = 9938265	13.10	5147	9938265	299599
SpectrumIndex 1081 at 13.11 minutes; base peak 73 m/z with intensity 336704; TIC = 10506833	13.11	336704	10506833	323799
SpectrumIndex 1082 at 13.11 minutes; base peak 73.1 m/z with intensity 2739200; TIC = 11151950	13.11	2739200	11151950	337309
SpectrumIndex 1083 at 13.12 minutes; base peak 73 m/z with intensity 2748416; TIC = 11859124	13.12	2748416	11859124	347637
SpectrumIndex 1084 at 13.12 minutes; base peak 73 m/z with intensity 5384; TIC = 8065007	13.12	5384	8065007	352180
